Date,Amount,Account Number,,Transaction Type,Transaction Details,Category,Merchant Name,Processed On
14 Feb 26,-12.35,512847391,,EFTPOS DEBIT,V8213 14/02 THE GRINDER CAFE PRAHRAN 22362979135,Cafe & coffee,The Grinder Cafe,15 Feb 26
14 Feb 26,-13.92,512847391,,EFTPOS DEBIT,V8213 14/02 WILSON PARKING MELBOURNE 92017015284,Transport,,14 Feb 26
13 Feb 26,-123.35,512847391,,EFTPOS DEBIT,V8213 13/02 DAN MURPHYS GLEN IRIS 59841949870,Alcohol,Dan Murphys,13 Feb 26
13 Feb 26,-41.48,512847391,,EFTPOS DEBIT,V8213 13/02 PETSTOCK MOORABBIN 82447485545,Uncategorised,Petstock,13 Feb 26
13 Feb 26,-27.37,512847391,,EFTPOS DEBIT,V8213 13/02 PRICELINE PHARMACY CARNEGIE 86258007762,Personal care,Priceline Pharmacy,14 Feb 26
12 Feb 26,-88.75,512847391,,EFTPOS DEBIT,V8213 12/02 AMPOL FOODARY CLAYTON 78156224488,Fuel,Ampol Foodary,12 Feb 26
12 Feb 26,-9.99,512847391,,AUTOMATIC DRAWING,PRIME VIDE* PRIMEVIDEO 82621104392,Subscriptions,Prime Primevideo,13 Feb 26
11 Feb 26,-45.7,512847391,,EFTPOS DEBIT,V8213 11/02 BWS LIQUOR CAULFIELD 38839093282,Alcohol,,11 Feb 26
10 Feb 26,-250.0,512847391,,TRANSFER DEBIT,Internet Transfer To SAVINGS ACCT 67864687053,Transfers out,,11 Feb 26
10 Feb 26,-21.67,512847391,,EFTPOS DEBIT,V8213 10/02 WILSON PARKING MELBOURNE 15690961456,Transport,Wilson Parking,11 Feb 26
10 Feb 26,-16.91,512847391,,EFTPOS DEBIT,V8213 10/02 SEVEN SEEDS COFFEE CARLTON 99763402040,Cafe & coffee,Seven Seeds Coffee,11 Feb 26
09 Feb 26,-165.15,512847391,,EFTPOS DEBIT,V8213 09/02 MALVERN MEDICAL CTR MALVERN 73027189289,Medical,Malvern Medical Ctr,09 Feb 26
09 Feb 26,-99.36,512847391,,EFTPOS DEBIT,V8213 09/02 SHELL COLES EXPRESS HAWTHORN 31289577246,Fuel,Shell Coles Express,09 Feb 26
09 Feb 26,-92.15,512847391,,AUTOMATIC DRAWING,AGL SALES 69033811036,Uncategorised,Agl Sales,09 Feb 26
09 Feb 26,-81.36,512847391,,EFTPOS DEBIT,V8213 09/02 BUNNINGS WAREHOUSE PORT MELBOURNE 52480225128,Other shopping,,09 Feb 26
09 Feb 26,-45.01,512847391,,EFTPOS DEBIT,V8213 09/02 PTV MYKI TOPUP MELBOURNE 76310658135,Transport,Ptv Myki Topup,10 Feb 26
08 Feb 26,-78.39,512847391,,EFTPOS DEBIT,V8213 08/02 UNIQLO AUSTRALIA MELBOURNE 17349603439,Clothing & accessories,Uniqlo Australia,09 Feb 26
08 Feb 26,-158.82,512847391,,EFTPOS DEBIT,V8213 08/02 CHIN CHIN MELBOURNE 52811690323,Restaurants,Chin Chin,08 Feb 26
08 Feb 26,-66.35,512847391,,EFTPOS DEBIT,V8213 08/02 SHELL COLES EXPRESS HAWTHORN 54039405567,Fuel,Shell Coles Express,10 Feb 26
07 Feb 26,-45.45,512847391,,EFTPOS DEBIT,V8213 07/02 OFFICEWORKS SOUTH MELBOURNE 34275946695,Other shopping,,08 Feb 26
07 Feb 26,-76.99,512847391,,EFTPOS DEBIT,V8213 07/02 MALVERN MEDICAL CTR MALVERN 49262093956,Medical,Malvern Medical Ctr,08 Feb 26
07 Feb 26,-236.79,512847391,,EFTPOS DEBIT,V8213 07/02 BUNNINGS WAREHOUSE PORT MELBOURNE 75417456357,Other shopping,Bunnings Warehouse,07 Feb 26
07 Feb 26,-13.99,512847391,,AUTOMATIC DRAWING,SPOTIFY AUSTRALIA 91770179155,Subscriptions,Spotify Australia,07 Feb 26
06 Feb 26,-11.07,512847391,,EFTPOS DEBIT,V8213 06/02 SEVEN SEEDS COFFEE CARLTON 53698571702,Cafe & coffee,Seven Seeds Coffee,07 Feb 26
05 Feb 26,-7.17,512847391,,EFTPOS DEBIT,V8213 05/02 SEVEN SEEDS COFFEE CARLTON 43871268697,Cafe & coffee,,06 Feb 26
05 Feb 26,-24.95,512847391,,AUTOMATIC DRAWING,GOODLIFE HEALTH CLUBS 49937283045,Gym & fitness,Goodlife Health Clubs,05 Feb 26
05 Feb 26,-57.91,512847391,,MISCELLANEOUS DEBIT,V8213 05/02 UBER *EATS SYDNEY 20664299522,Restaurants,Uber,05 Feb 26
04 Feb 26,-64.15,512847391,,EFTPOS DEBIT,V8213 04/02 DAN MURPHYS GLEN IRIS 98451849525,Alcohol,Dan Murphys,04 Feb 26
04 Feb 26,-402.34,512847391,,EFTPOS DEBIT,V8213 04/02 SMILE DENTAL GROUP ARMADALE 56627084066,Medical,Smile Dental Group,04 Feb 26
03 Feb 26,-890.0,512847391,,AUTOMATIC DRAWING,VICROADS REGISTRATION 37756262891,Uncategorised,Vicroads Registration,03 Feb 26
03 Feb 26,-25.99,512847391,,AUTOMATIC DRAWING,NETFLIX.COM 38400837102,Subscriptions,Netflix.com,04 Feb 26
03 Feb 26,-252.25,512847391,,EFTPOS DEBIT,V8213 03/02 BUNNINGS WAREHOUSE PORT MELBOURNE 73372776788,Other shopping,Bunnings Warehouse,03 Feb 26
02 Feb 26,-86.03,512847391,,EFTPOS DEBIT,V8213 02/02 UNIQLO AUSTRALIA MELBOURNE 87170005848,Clothing & accessories,Uniqlo Australia,02 Feb 26
02 Feb 26,-19.49,512847391,,EFTPOS DEBIT,V8213 02/02 KMART CHADSTONE 43670558637,Other shopping,,03 Feb 26
02 Feb 26,-39.11,512847391,,MISCELLANEOUS DEBIT,V8213 02/02 DIDI MOBILITY MELBOURNE 29127990813,Transport,Didi Mobility,04 Feb 26
02 Feb 26,-192.4,512847391,,AUTOMATIC DRAWING,MEDIBANK PRIVATE 91246832759,Uncategorised,Medibank Private,02 Feb 26
01 Feb 26,-2358.69,512847391,,AUTOMATIC DRAWING,REAL ESTATE TRUST ACCT 81918887588,Uncategorised,Real Estate Trust Acct,02 Feb 26
01 Feb 26,-1.85,512847391,,FEES,INTERNATIONAL TRANSACTION FEE,Fees,,03 Feb 26
01 Feb 26,-33.98,512847391,,EFTPOS DEBIT,V8213 01/02 PTV MYKI TOPUP MELBOURNE 82705748319,Transport,Ptv Myki Topup,02 Feb 26
01 Feb 26,-6.69,512847391,,EFTPOS DEBIT,V8213 01/02 PATRICIA COFFEE MELBOURNE 46414717600,Cafe & coffee,Patricia Coffee,02 Feb 26
01 Feb 26,-37.09,512847391,,EFTPOS DEBIT,V8213 01/02 BARBER LANE WINDSOR 64799810116,Personal care,Barber Lane,01 Feb 26
01 Feb 26,-500.0,512847391,,TRANSFER DEBIT,Internet Transfer To RENT SHARE 58439149608,Transfers out,,01 Feb 26
31 Jan 26,-56.02,512847391,,EFTPOS DEBIT,V8213 31/01 MALVERN MEDICAL CTR MALVERN 74514453061,Medical,,01 Feb 26
30 Jan 26,-129.85,512847391,,EFTPOS DEBIT,V8213 30/01 MALVERN MEDICAL CTR MALVERN 65816171232,Medical,Malvern Medical Ctr,01 Feb 26
30 Jan 26,-191.13,512847391,,EFTPOS DEBIT,V8213 30/01 LORT SMITH VET NORTH MELBOURNE 25377479910,Uncategorised,Lort Smith Vet,30 Jan 26
30 Jan 26,-30.15,512847391,,EFTPOS DEBIT,V8213 30/01 PTV MYKI TOPUP MELBOURNE 48601620118,Transport,Ptv Myki Topup,31 Jan 26
30 Jan 26,-27.52,512847391,,EFTPOS DEBIT,V8213 30/01 PTV MYKI TOPUP MELBOURNE 98045633710,Transport,Ptv Myki Topup,01 Feb 26
29 Jan 26,-381.6,512847391,,EFTPOS DEBIT,V8213 29/01 JB HI-FI CHADSTONE 15806895448,Other shopping,Jb Hi-fi,29 Jan 26
29 Jan 26,-54.73,512847391,,MISCELLANEOUS DEBIT,V8213 29/01 UBER *EATS SYDNEY 19650993294,Restaurants,Uber,30 Jan 26
28 Jan 26,-21.72,512847391,,EFTPOS DEBIT,V8213 28/01 THE GRINDER CAFE PRAHRAN 98955084106,Cafe & coffee,The Grinder Cafe,29 Jan 26
28 Jan 26,-57.33,512847391,,MISCELLANEOUS DEBIT,V8213 28/01 UBER *TRIP SYDNEY 32853785912,Transport,,29 Jan 26
28 Jan 26,-19.29,512847391,,EFTPOS DEBIT,V8213 28/01 BWS LIQUOR CAULFIELD 19738725670,Alcohol,Bws Liquor,29 Jan 26
28 Jan 26,-40.6,512847391,,EFTPOS DEBIT,V8213 28/01 PRICELINE PHARMACY CARNEGIE 73552597959,Personal care,,28 Jan 26
27 Jan 26,-13.04,512847391,,EFTPOS DEBIT,V8213 27/01 NIGHT OWL CONVENIENCE ELSTERNWICK 51218139639,Groceries,Night Owl Convenience,27 Jan 26
27 Jan 26,-16.63,512847391,,EFTPOS DEBIT,V8213 27/01 SEVEN SEEDS COFFEE CARLTON 75310651316,Cafe & coffee,Seven Seeds Coffee,28 Jan 26
26 Jan 26,-136.72,512847391,,EFTPOS DEBIT,V8213 26/01 CHIN CHIN MELBOURNE 36866516373,Restaurants,,26 Jan 26
26 Jan 26,-30.79,512847391,,EFTPOS DEBIT,V8213 26/01 IGA XPRESS MURRUMBEENA 33590752673,Groceries,Iga Xpress,26 Jan 26
26 Jan 26,-30.01,512847391,,MISCELLANEOUS DEBIT,V8213 26/01 UBER *EATS SYDNEY 64152417408,Restaurants,,26 Jan 26
26 Jan 26,-26.59,512847391,,EFTPOS DEBIT,V8213 26/01 PRICELINE PHARMACY CARNEGIE 12520006349,Personal care,,26 Jan 26
25 Jan 26,-7.71,512847391,,EFTPOS DEBIT,V8213 25/01 THE GRINDER CAFE PRAHRAN 26070951514,Cafe & coffee,The Grinder Cafe,25 Jan 26
25 Jan 26,-22.28,512847391,,EFTPOS DEBIT,V8213 25/01 WILSON PARKING MELBOURNE 51715414627,Transport,Wilson Parking,25 Jan 26
24 Jan 26,-479.53,512847391,,EFTPOS DEBIT,V8213 24/01 SMILE DENTAL GROUP ARMADALE 34487675777,Medical,Smile Dental Group,24 Jan 26
24 Jan 26,-146.49,512847391,,AUTOMATIC DRAWING,ORIGIN ENERGY 50838555141,Uncategorised,Origin Energy,24 Jan 26
24 Jan 26,-188.56,512847391,,EFTPOS DEBIT,V8213 24/01 LORT SMITH VET NORTH MELBOURNE 76593557148,Uncategorised,Lort Smith Vet,24 Jan 26
24 Jan 26,-95.48,512847391,,EFTPOS DEBIT,V8213 24/01 OFFICEWORKS SOUTH MELBOURNE 74687697582,Other shopping,Officeworks,24 Jan 26
24 Jan 26,-130.18,512847391,,EFTPOS DEBIT,V8213 24/01 OFFICEWORKS SOUTH MELBOURNE 58812006831,Other shopping,Officeworks,24 Jan 26
23 Jan 26,-175.9,512847391,,EFTPOS DEBIT,V8213 23/01 TONKA RESTAURANT MELBOURNE 83344298331,Restaurants,,24 Jan 26
23 Jan 26,-157.98,512847391,,EFTPOS DEBIT,V8213 23/01 JB HI-FI CHADSTONE 71331172355,Other shopping,Jb Hi-fi,23 Jan 26
22 Jan 26,-9.62,512847391,,EFTPOS DEBIT,V8213 22/01 SEVEN SEEDS COFFEE CARLTON 38788211654,Cafe & coffee,Seven Seeds Coffee,22 Jan 26
21 Jan 26,-29.99,512847391,,AUTOMATIC DRAWING,ADOBE CREATIVE CLOUD 32842299727,Subscriptions,Adobe Creative Cloud,21 Jan 26
21 Jan 26,-19.2,512847391,,EFTPOS DEBIT,V8213 21/01 LUNE CROISSANTERIE FITZROY 67795844570,Cafe & coffee,Lune Croissanterie,21 Jan 26
20 Jan 26,-56.88,512847391,,EFTPOS DEBIT,V8213 20/01 COTTON ON CHADSTONE 77966974759,Clothing & accessories,Cotton On,22 Jan 26
20 Jan 26,-105.53,512847391,,EFTPOS DEBIT,V8213 20/01 DAN MURPHYS GLEN IRIS 10812739670,Alcohol,Dan Murphys,22 Jan 26
20 Jan 26,-38.96,512847391,,EFTPOS DEBIT,V8213 20/01 COTTON ON CHADSTONE 16349908682,Clothing & accessories,Cotton On,20 Jan 26
20 Jan 26,-20.84,512847391,,EFTPOS DEBIT,V8213 20/01 PRICELINE PHARMACY CARNEGIE 48010267931,Personal care,,20 Jan 26
19 Jan 26,-29.1,512847391,,EFTPOS DEBIT,V8213 19/01 READINGS BOOKS CARLTON 52376198029,Uncategorised,Readings Books,19 Jan 26
18 Jan 26,-71.05,512847391,,EFTPOS DEBIT,V8213 18/01 AMPOL FOODARY CLAYTON 55401901665,Fuel,Ampol Foodary,20 Jan 26
18 Jan 26,-65.0,512847391,,AUTOMATIC DRAWING,TELSTRA CORPORATION 55855514992,Uncategorised,Telstra Corporation,18 Jan 26
17 Jan 26,-176.64,512847391,,EFTPOS DEBIT,V8213 17/01 CHIN CHIN MELBOURNE 25810836163,Restaurants,Chin Chin,17 Jan 26
17 Jan 26,-18.59,512847391,,EFTPOS DEBIT,V8213 17/01 SEVEN SEEDS COFFEE CARLTON 56400775066,Cafe & coffee,Seven Seeds Coffee,17 Jan 26
17 Jan 26,-274.06,512847391,,EFTPOS DEBIT,V8213 17/01 JB HI-FI CHADSTONE 40424423538,Other shopping,Jb Hi-fi,17 Jan 26
17 Jan 26,-23.05,512847391,,EFTPOS DEBIT,V8213 17/01 NIGHT OWL CONVENIENCE ELSTERNWICK 84851129349,Groceries,Night Owl Convenience,19 Jan 26
16 Jan 26,-20.84,512847391,,EFTPOS DEBIT,V8213 16/01 NIGHT OWL CONVENIENCE ELSTERNWICK 94862034642,Groceries,Night Owl Convenience,16 Jan 26
15 Jan 26,-32.5,512847391,,AUTOMATIC DRAWING,ANTHROPIC CLAUDE.AI 86767399556,Subscriptions,Anthropic Claude.ai,17 Jan 26
15 Jan 26,-56.76,512847391,,EFTPOS DEBIT,V8213 15/01 UNIQLO AUSTRALIA MELBOURNE 33713767549,Clothing & accessories,Uniqlo Australia,17 Jan 26
15 Jan 26,-78.97,512847391,,EFTPOS DEBIT,V8213 15/01 OFFICEWORKS SOUTH MELBOURNE 16317306158,Other shopping,Officeworks,16 Jan 26
14 Jan 26,-110.38,512847391,,AUTOMATIC DRAWING,SOUTH EAST WATER 92691376354,Uncategorised,South East Water,14 Jan 26
14 Jan 26,-10.77,512847391,,EFTPOS DEBIT,V8213 14/01 LUNE CROISSANTERIE FITZROY 88286066083,Cafe & coffee,Lune Croissanterie,15 Jan 26
13 Jan 26,-50.8,512847391,,MISCELLANEOUS DEBIT,V8213 13/01 MENULOG SYDNEY 95326980797,Restaurants,Menulog,13 Jan 26
12 Jan 26,-142.55,512847391,,EFTPOS DEBIT,V8213 12/01 UNIQLO AUSTRALIA MELBOURNE 46878468735,Clothing & accessories,Uniqlo Australia,13 Jan 26
12 Jan 26,-52.25,512847391,,EFTPOS DEBIT,V8213 12/01 READINGS BOOKS CARLTON 14952216482,Uncategorised,,14 Jan 26
12 Jan 26,-91.73,512847391,,EFTPOS DEBIT,V8213 12/01 COTTON ON CHADSTONE 15106610182,Clothing & accessories,Cotton On,14 Jan 26
12 Jan 26,-500.0,512847391,,TRANSFER DEBIT,Internet Transfer To SAVINGS ACCT 52334232428,Transfers out,,13 Jan 26
12 Jan 26,-9.99,512847391,,AUTOMATIC DRAWING,PRIME VIDE* PRIMEVIDEO 96794537048,Subscriptions,Prime Primevideo,12 Jan 26
11 Jan 26,-194.84,512847391,,EFTPOS DEBIT,V8213 11/01 BUNNINGS WAREHOUSE PORT MELBOURNE 27143513081,Other shopping,,11 Jan 26
10 Jan 26,-47.33,512847391,,EFTPOS DEBIT,V8213 10/01 READINGS BOOKS CARLTON 36006686743,Uncategorised,Readings Books,10 Jan 26
10 Jan 26,-38.64,512847391,,EFTPOS DEBIT,V8213 10/01 PTV MYKI TOPUP MELBOURNE 42044675125,Transport,Ptv Myki Topup,11 Jan 26
10 Jan 26,-18.39,512847391,,EFTPOS DEBIT,V8213 10/01 LUNE CROISSANTERIE FITZROY 18499752341,Cafe & coffee,Lune Croissanterie,10 Jan 26
09 Jan 26,-92.15,512847391,,AUTOMATIC DRAWING,AGL SALES 66866846594,Uncategorised,Agl Sales,10 Jan 26
08 Jan 26,-81.41,512847391,,EFTPOS DEBIT,V8213 08/01 CHIN CHIN MELBOURNE 12255982372,Restaurants,Chin Chin,08 Jan 26
08 Jan 26,-25.97,512847391,,EFTPOS DEBIT,V8213 08/01 PTV MYKI TOPUP MELBOURNE 11436896064,Transport,Ptv Myki Topup,08 Jan 26
08 Jan 26,-30.83,512847391,,MISCELLANEOUS DEBIT,V8213 08/01 DIDI MOBILITY MELBOURNE 56475011312,Transport,Didi Mobility,09 Jan 26
08 Jan 26,-6.97,512847391,,EFTPOS DEBIT,V8213 08/01 KOORNANG RD MILK BAR CARNEGIE 20273459901,Groceries,Koornang Rd Milk Bar,09 Jan 26
07 Jan 26,-62.43,512847391,,EFTPOS DEBIT,V8213 07/01 UNIQLO AUSTRALIA MELBOURNE 85446417225,Clothing & accessories,,07 Jan 26
07 Jan 26,-13.99,512847391,,AUTOMATIC DRAWING,SPOTIFY AUSTRALIA 69191703795,Subscriptions,Spotify Australia,07 Jan 26
07 Jan 26,-86.17,512847391,,EFTPOS DEBIT,V8213 07/01 PETSTOCK MOORABBIN 81956305331,Uncategorised,Petstock,07 Jan 26
07 Jan 26,-9.2,512847391,,EFTPOS DEBIT,V8213 07/01 SEVEN SEEDS COFFEE CARLTON 97765582335,Cafe & coffee,Seven Seeds Coffee,07 Jan 26
05 Jan 26,-24.95,512847391,,AUTOMATIC DRAWING,GOODLIFE HEALTH CLUBS 73938642851,Gym & fitness,Goodlife Health Clubs,05 Jan 26
04 Jan 26,-15.5,512847391,,EFTPOS DEBIT,V8213 04/01 LUNE CROISSANTERIE FITZROY 69494064509,Cafe & coffee,Lune Croissanterie,04 Jan 26
04 Jan 26,-125.46,512847391,,EFTPOS DEBIT,V8213 04/01 CHIN CHIN MELBOURNE 79436514591,Restaurants,Chin Chin,04 Jan 26
03 Jan 26,-44.25,512847391,,EFTPOS DEBIT,V8213 03/01 OFFICEWORKS SOUTH MELBOURNE 19672074025,Other shopping,Officeworks,03 Jan 26
03 Jan 26,-33.47,512847391,,EFTPOS DEBIT,V8213 03/01 WOOLWORTHS 1234 CARNEGIE 30682408911,Groceries,Woolworths,03 Jan 26
03 Jan 26,-59.24,512847391,,EFTPOS DEBIT,V8213 03/01 DAN MURPHYS GLEN IRIS 73147228809,Alcohol,Dan Murphys,03 Jan 26
03 Jan 26,-25.99,512847391,,AUTOMATIC DRAWING,NETFLIX.COM 11294426619,Subscriptions,Netflix.com,04 Jan 26
03 Jan 26,-90.15,512847391,,EFTPOS DEBIT,V8213 03/01 WOOLWORTHS 1234 CARNEGIE 82486488506,Groceries,Woolworths,03 Jan 26
02 Jan 26,-37.12,512847391,,EFTPOS DEBIT,V8213 02/01 COLES SUPERMARKET MALVERN EAST 35459516010,Groceries,Coles Supermarket,02 Jan 26
02 Jan 26,-190.86,512847391,,AUTOMATIC DRAWING,MEDIBANK PRIVATE 44181773252,Uncategorised,Medibank Private,04 Jan 26
01 Jan 26,-12.81,512847391,,EFTPOS DEBIT,V8213 01/01 IGA XPRESS MURRUMBEENA 68088461351,Groceries,Iga Xpress,02 Jan 26
01 Jan 26,-5.0,512847391,,FEES,ACCOUNT SERVICE FEE,Fees,,01 Jan 26
01 Jan 26,-2366.84,512847391,,AUTOMATIC DRAWING,REAL ESTATE TRUST ACCT 45780792071,Uncategorised,Real Estate Trust Acct,02 Jan 26
30 Dec 25,-27.37,512847391,,EFTPOS DEBIT,V8213 30/12 COTTON ON CHADSTONE 14657563707,Clothing & accessories,Cotton On,31 Dec 25
30 Dec 25,-39.92,512847391,,EFTPOS DEBIT,V8213 30/12 WOOLWORTHS 1234 CARNEGIE 59053217218,Groceries,Woolworths,31 Dec 25
30 Dec 25,-73.17,512847391,,EFTPOS DEBIT,V8213 30/12 UNIQLO AUSTRALIA MELBOURNE 90520534668,Clothing & accessories,Uniqlo Australia,30 Dec 25
30 Dec 25,-8.93,512847391,,EFTPOS DEBIT,V8213 30/12 KOORNANG RD MILK BAR CARNEGIE 36326645006,Groceries,,30 Dec 25
29 Dec 25,-69.69,512847391,,EFTPOS DEBIT,V8213 29/12 MALVERN MEDICAL CTR MALVERN 28327607384,Medical,Malvern Medical Ctr,29 Dec 25
28 Dec 25,-71.06,512847391,,EFTPOS DEBIT,V8213 28/12 READINGS BOOKS CARLTON 99407101439,Uncategorised,Readings Books,28 Dec 25
28 Dec 25,-126.4,512847391,,EFTPOS DEBIT,V8213 28/12 CHIN CHIN MELBOURNE 75475752428,Restaurants,Chin Chin,28 Dec 25
28 Dec 25,-90.49,512847391,,EFTPOS DEBIT,V8213 28/12 DAN MURPHYS GLEN IRIS 45557965731,Alcohol,Dan Murphys,29 Dec 25
28 Dec 25,-58.65,512847391,,EFTPOS DEBIT,V8213 28/12 AMPOL FOODARY CLAYTON 41505469117,Fuel,Ampol Foodary,28 Dec 25
28 Dec 25,-108.6,512847391,,EFTPOS DEBIT,V8213 28/12 DAN MURPHYS GLEN IRIS 23071333053,Alcohol,Dan Murphys,28 Dec 25
27 Dec 25,-27.01,512847391,,EFTPOS DEBIT,V8213 27/12 WILSON PARKING MELBOURNE 48490909517,Transport,,27 Dec 25
27 Dec 25,-39.5,512847391,,EFTPOS DEBIT,V8213 27/12 CHEMIST WAREHOUSE OAKLEIGH 30850787962,Medical,Chemist Warehouse,28 Dec 25
26 Dec 25,-5.29,512847391,,EFTPOS DEBIT,V8213 26/12 COKE VENDING MACHINE MELBOURNE 42157453962,Uncategorised,Coke Vending Machine,28 Dec 25
24 Dec 25,-148.27,512847391,,AUTOMATIC DRAWING,ORIGIN ENERGY 27307020231,Uncategorised,Origin Energy,25 Dec 25
24 Dec 25,-42.72,512847391,,MISCELLANEOUS DEBIT,V8213 24/12 DIDI MOBILITY MELBOURNE 99936418616,Transport,Didi Mobility,25 Dec 25
24 Dec 25,-56.65,512847391,,EFTPOS DEBIT,V8213 24/12 ALDI STORES OAKLEIGH 11028532273,Groceries,,24 Dec 25
24 Dec 25,-43.77,512847391,,MISCELLANEOUS DEBIT,V8213 24/12 MENULOG SYDNEY 61486095832,Restaurants,Menulog,25 Dec 25
24 Dec 25,-104.34,512847391,,EFTPOS DEBIT,V8213 24/12 CHIN CHIN MELBOURNE 70199218443,Restaurants,Chin Chin,26 Dec 25
22 Dec 25,-92.54,512847391,,EFTPOS DEBIT,V8213 22/12 COTTON ON CHADSTONE 46018700846,Clothing & accessories,Cotton On,23 Dec 25
22 Dec 25,-37.94,512847391,,EFTPOS DEBIT,V8213 22/12 PTV MYKI TOPUP MELBOURNE 62936145585,Transport,,22 Dec 25
22 Dec 25,-42.53,512847391,,EFTPOS DEBIT,V8213 22/12 PTV MYKI TOPUP MELBOURNE 29897711363,Transport,Ptv Myki Topup,23 Dec 25
21 Dec 25,-13.45,512847391,,EFTPOS DEBIT,V8213 21/12 WILSON PARKING MELBOURNE 18739489573,Transport,Wilson Parking,22 Dec 25
21 Dec 25,-95.77,512847391,,MISCELLANEOUS DEBIT,V8213 21/12 THE ICONIC SYDNEY 92571267021,Clothing & accessories,The Iconic,22 Dec 25
21 Dec 25,-29.99,512847391,,AUTOMATIC DRAWING,ADOBE CREATIVE CLOUD 85462405317,Subscriptions,Adobe Creative Cloud,21 Dec 25
21 Dec 25,-323.8,512847391,,EFTPOS DEBIT,V8213 21/12 SMILE DENTAL GROUP ARMADALE 75405578616,Medical,Smile Dental Group,21 Dec 25
21 Dec 25,-310.75,512847391,,EFTPOS DEBIT,V8213 21/12 DAVID JONES MALVERN 29196514765,Gifts,David Jones,22 Dec 25
21 Dec 25,-189.2,512847391,,EFTPOS DEBIT,V8213 21/12 TONKA RESTAURANT MELBOURNE 97700992071,Restaurants,Tonka Restaurant,21 Dec 25
20 Dec 25,-10.11,512847391,,EFTPOS DEBIT,V8213 20/12 WILSON PARKING MELBOURNE 22901159362,Transport,Wilson Parking,22 Dec 25
20 Dec 25,-174.78,512847391,,EFTPOS DEBIT,V8213 20/12 MALVERN MEDICAL CTR MALVERN 74726543417,Medical,Malvern Medical Ctr,20 Dec 25
20 Dec 25,-88.07,512847391,,EFTPOS DEBIT,V8213 20/12 WOOLWORTHS 1234 CARNEGIE 13988158904,Groceries,Woolworths,20 Dec 25
19 Dec 25,-124.74,512847391,,EFTPOS DEBIT,V8213 19/12 DAN MURPHYS GLEN IRIS 41218302532,Alcohol,Dan Murphys,21 Dec 25
19 Dec 25,-96.16,512847391,,EFTPOS DEBIT,V8213 19/12 MALVERN MEDICAL CTR MALVERN 47471588158,Medical,Malvern Medical Ctr,19 Dec 25
18 Dec 25,-65.0,512847391,,AUTOMATIC DRAWING,TELSTRA CORPORATION 82696114961,Uncategorised,Telstra Corporation,19 Dec 25
18 Dec 25,-620.4,512847391,,EFTPOS DEBIT,V8213 18/12 MYER MELBOURNE 63760414440,Gifts,Myer,18 Dec 25
18 Dec 25,-29.12,512847391,,EFTPOS DEBIT,V8213 18/12 PETSTOCK MOORABBIN 50712988898,Uncategorised,,19 Dec 25
17 Dec 25,-74.67,512847391,,EFTPOS DEBIT,V8213 17/12 CHIN CHIN MELBOURNE 70122334734,Restaurants,Chin Chin,18 Dec 25
16 Dec 25,-144.32,512847391,,EFTPOS DEBIT,V8213 16/12 UNIQLO AUSTRALIA MELBOURNE 96599547897,Clothing & accessories,Uniqlo Australia,16 Dec 25
16 Dec 25,-10.87,512847391,,EFTPOS DEBIT,V8213 16/12 SEVEN SEEDS COFFEE CARLTON 47902112666,Cafe & coffee,Seven Seeds Coffee,16 Dec 25
16 Dec 25,-28.04,512847391,,EFTPOS DEBIT,V8213 16/12 READINGS BOOKS CARLTON 85334436045,Uncategorised,Readings Books,18 Dec 25
15 Dec 25,-14.36,512847391,,EFTPOS DEBIT,V8213 15/12 LUNE CROISSANTERIE FITZROY 48723429055,Cafe & coffee,Lune Croissanterie,16 Dec 25
15 Dec 25,-32.5,512847391,,AUTOMATIC DRAWING,ANTHROPIC CLAUDE.AI 68514264861,Subscriptions,Anthropic Claude.ai,15 Dec 25
15 Dec 25,-27.81,512847391,,EFTPOS DEBIT,V8213 15/12 LUNE CROISSANTERIE FITZROY 54550851331,Cafe & coffee,Lune Croissanterie,15 Dec 25
14 Dec 25,-66.12,512847391,,EFTPOS DEBIT,V8213 14/12 COTTON ON CHADSTONE 18856948854,Clothing & accessories,Cotton On,14 Dec 25
14 Dec 25,-67.75,512847391,,EFTPOS DEBIT,V8213 14/12 SHELL COLES EXPRESS HAWTHORN 33843234347,Fuel,Shell Coles Express,14 Dec 25
14 Dec 25,-50.95,512847391,,EFTPOS DEBIT,V8213 14/12 BARBER LANE WINDSOR 30327298847,Personal care,Barber Lane,14 Dec 25
14 Dec 25,-65.03,512847391,,EFTPOS DEBIT,V8213 14/12 UNIQLO AUSTRALIA MELBOURNE 38032640716,Clothing & accessories,Uniqlo Australia,15 Dec 25
14 Dec 25,-122.25,512847391,,EFTPOS DEBIT,V8213 14/12 COLES SUPERMARKET MALVERN EAST 26646267800,Groceries,Coles Supermarket,15 Dec 25
13 Dec 25,-126.56,512847391,,EFTPOS DEBIT,V8213 13/12 OFFICEWORKS SOUTH MELBOURNE 89466677685,Other shopping,Officeworks,15 Dec 25
13 Dec 25,-117.84,512847391,,MISCELLANEOUS DEBIT,V8213 13/12 THE ICONIC SYDNEY 91599129846,Clothing & accessories,The Iconic,13 Dec 25
13 Dec 25,-63.68,512847391,,EFTPOS DEBIT,V8213 13/12 ALDI STORES OAKLEIGH 72462315162,Groceries,Aldi Stores,13 Dec 25
