id,date,amount,type,description,merchant,account,category,parent,confidence
339,2026-02-16,-6.78,EFTPOS DEBIT,V8213 16/02 KOORNANG RD MILK BAR CARNEGIE 13750268881,Koornang Rd Milk Bar,512847391,Snacks & Drinks,Dining,1.0
340,2026-02-15,-78.51,EFTPOS DEBIT,V8213 15/02 CHIN CHIN MELBOURNE 21093476247,Chin Chin,512847391,Restaurants & Takeaway,Dining,1.0
341,2026-02-15,-32.5,AUTOMATIC DRAWING,ANTHROPIC CLAUDE.AI 85277531717,Anthropic Claude.ai,512847391,AI Tools,Subscriptions,1.0
342,2026-02-15,-26.44,EFTPOS DEBIT,V8213 15/02 HOYTS CINEMAS CHADSTONE 61915641185,Hoyts Cinemas,512847391,Cinema,Entertainment,0.87
343,2026-02-15,-92.32,EFTPOS DEBIT,V8213 15/02 COTTON ON CHADSTONE 26081919240,,512847391,Clothing,Shopping,1.0
344,2026-02-15,-69.01,EFTPOS DEBIT,V8213 15/02 ALDI STORES OAKLEIGH 96391119177,Aldi Stores,512847391,Supermarket,Groceries,1.0
345,2026-02-14,-103.65,EFTPOS DEBIT,V8213 14/02 BP CONNECT CHADSTONE 48381642538,,512847391,Fuel,Car,1.0
346,2026-02-14,-244.36,EFTPOS DEBIT,V8213 14/02 SMILE DENTAL GROUP ARMADALE 57090405908,Smile Dental Group,512847391,Dentist,Health,1.0
347,2026-02-14,-18.9,MISCELLANEOUS DEBIT,V8213 14/02 DIDI MOBILITY MELBOURNE 65481117216,Didi Mobility,512847391,Taxis & Rideshare,Transport,1.0
348,2026-02-14,-12.35,EFTPOS DEBIT,V8213 14/02 THE GRINDER CAFE PRAHRAN 22362979135,The Grinder Cafe,512847391,Cafe & Coffee,Dining,0.91
349,2026-02-14,-13.92,EFTPOS DEBIT,V8213 14/02 WILSON PARKING MELBOURNE 92017015284,,512847391,Parking,Car,1.0
350,2026-02-13,-123.35,EFTPOS DEBIT,V8213 13/02 DAN MURPHYS GLEN IRIS 59841949870,Dan Murphys,512847391,Liquor Store,Groceries,0.91
351,2026-02-13,-41.48,EFTPOS DEBIT,V8213 13/02 PETSTOCK MOORABBIN 82447485545,Petstock,512847391,Pet Supplies,Pets,1.0
352,2026-02-13,-27.37,EFTPOS DEBIT,V8213 13/02 PRICELINE PHARMACY CARNEGIE 86258007762,Priceline Pharmacy,512847391,Grooming & Cosmetics,Personal Care,0.86
353,2026-02-12,-88.75,EFTPOS DEBIT,V8213 12/02 AMPOL FOODARY CLAYTON 78156224488,Ampol Foodary,512847391,Fuel,Car,1.0
354,2026-02-12,-9.99,AUTOMATIC DRAWING,PRIME VIDE* PRIMEVIDEO 82621104392,Prime Primevideo,512847391,Streaming,Subscriptions,0.94
355,2026-02-11,-45.7,EFTPOS DEBIT,V8213 11/02 BWS LIQUOR CAULFIELD 38839093282,,512847391,Liquor Store,Groceries,1.0
356,2026-02-10,-250.0,TRANSFER DEBIT,Internet Transfer To SAVINGS ACCT 67864687053,,512847391,Internal Transfers,Transfers,0.95
357,2026-02-10,-21.67,EFTPOS DEBIT,V8213 10/02 WILSON PARKING MELBOURNE 15690961456,Wilson Parking,512847391,Parking,Car,1.0
358,2026-02-10,-16.91,EFTPOS DEBIT,V8213 10/02 SEVEN SEEDS COFFEE CARLTON 99763402040,Seven Seeds Coffee,512847391,Cafe & Coffee,Dining,1.0
359,2026-02-09,-165.15,EFTPOS DEBIT,V8213 09/02 MALVERN MEDICAL CTR MALVERN 73027189289,Malvern Medical Ctr,512847391,Doctor,Health,1.0
360,2026-02-09,-99.36,EFTPOS DEBIT,V8213 09/02 SHELL COLES EXPRESS HAWTHORN 31289577246,Shell Coles Express,512847391,Fuel,Car,1.0
361,2026-02-09,-92.15,AUTOMATIC DRAWING,AGL SALES 69033811036,Agl Sales,512847391,Gas,Utilities,0.91
362,2026-02-09,-81.36,EFTPOS DEBIT,V8213 09/02 BUNNINGS WAREHOUSE PORT MELBOURNE 52480225128,,512847391,Hardware & DIY,Shopping,1.0
363,2026-02-09,-45.01,EFTPOS DEBIT,V8213 09/02 PTV MYKI TOPUP MELBOURNE 76310658135,Ptv Myki Topup,512847391,Public Transport,Transport,0.97
364,2026-02-08,-78.39,EFTPOS DEBIT,V8213 08/02 UNIQLO AUSTRALIA MELBOURNE 17349603439,Uniqlo Australia,512847391,Clothing,Shopping,1.0
365,2026-02-08,-158.82,EFTPOS DEBIT,V8213 08/02 CHIN CHIN MELBOURNE 52811690323,Chin Chin,512847391,Restaurants & Takeaway,Dining,1.0
366,2026-02-08,-66.35,EFTPOS DEBIT,V8213 08/02 SHELL COLES EXPRESS HAWTHORN 54039405567,Shell Coles Express,512847391,Fuel,Car,1.0
367,2026-02-07,-45.45,EFTPOS DEBIT,V8213 07/02 OFFICEWORKS SOUTH MELBOURNE 34275946695,,512847391,Office Supplies,Shopping,1.0
368,2026-02-07,-76.99,EFTPOS DEBIT,V8213 07/02 MALVERN MEDICAL CTR MALVERN 49262093956,Malvern Medical Ctr,512847391,Doctor,Health,0.88
369,2026-02-07,-236.79,EFTPOS DEBIT,V8213 07/02 BUNNINGS WAREHOUSE PORT MELBOURNE 75417456357,Bunnings Warehouse,512847391,Hardware & DIY,Shopping,0.95
370,2026-02-07,-13.99,AUTOMATIC DRAWING,SPOTIFY AUSTRALIA 91770179155,Spotify Australia,512847391,Music,Subscriptions,1.0
371,2026-02-06,-11.07,EFTPOS DEBIT,V8213 06/02 SEVEN SEEDS COFFEE CARLTON 53698571702,Seven Seeds Coffee,512847391,Cafe & Coffee,Dining,1.0
372,2026-02-05,-7.17,EFTPOS DEBIT,V8213 05/02 SEVEN SEEDS COFFEE CARLTON 43871268697,,512847391,Cafe & Coffee,Dining,1.0
373,2026-02-05,-24.95,AUTOMATIC DRAWING,GOODLIFE HEALTH CLUBS 49937283045,Goodlife Health Clubs,512847391,Gym,Fitness,1.0
374,2026-02-05,-57.91,MISCELLANEOUS DEBIT,V8213 05/02 UBER *EATS SYDNEY 20664299522,Uber,512847391,Food Delivery,Dining,1.0
375,2026-02-04,-64.15,EFTPOS DEBIT,V8213 04/02 DAN MURPHYS GLEN IRIS 98451849525,Dan Murphys,512847391,Liquor Store,Groceries,1.0
376,2026-02-04,-402.34,EFTPOS DEBIT,V8213 04/02 SMILE DENTAL GROUP ARMADALE 56627084066,Smile Dental Group,512847391,Dentist,Health,1.0
377,2026-02-03,-890.0,AUTOMATIC DRAWING,VICROADS REGISTRATION 37756262891,Vicroads Registration,512847391,Registration,Car,1.0
378,2026-02-03,-25.99,AUTOMATIC DRAWING,NETFLIX.COM 38400837102,Netflix.com,512847391,Streaming,Subscriptions,1.0
379,2026-02-03,-252.25,EFTPOS DEBIT,V8213 03/02 BUNNINGS WAREHOUSE PORT MELBOURNE 73372776788,Bunnings Warehouse,512847391,Hardware & DIY,Shopping,1.0
380,2026-02-02,-86.03,EFTPOS DEBIT,V8213 02/02 UNIQLO AUSTRALIA MELBOURNE 87170005848,Uniqlo Australia,512847391,Clothing,Shopping,1.0
381,2026-02-02,-19.49,EFTPOS DEBIT,V8213 02/02 KMART CHADSTONE 43670558637,,512847391,Department & General,Shopping,1.0
382,2026-02-02,-39.11,MISCELLANEOUS DEBIT,V8213 02/02 DIDI MOBILITY MELBOURNE 29127990813,Didi Mobility,512847391,Taxis & Rideshare,Transport,1.0
383,2026-02-02,-192.4,AUTOMATIC DRAWING,MEDIBANK PRIVATE 91246832759,Medibank Private,512847391,Health Insurance,Insurance,0.5
384,2026-02-01,-2358.69,AUTOMATIC DRAWING,REAL ESTATE TRUST ACCT 81918887588,Real Estate Trust Acct,512847391,Rent,Housing,0.87
385,2026-02-01,-1.85,FEES,INTERNATIONAL TRANSACTION FEE,,512847391,Foreign Transaction Fees,Fees,1.0
386,2026-02-01,-33.98,EFTPOS DEBIT,V8213 01/02 PTV MYKI TOPUP MELBOURNE 82705748319,Ptv Myki Topup,512847391,Public Transport,Transport,1.0
387,2026-02-01,-6.69,EFTPOS DEBIT,V8213 01/02 PATRICIA COFFEE MELBOURNE 46414717600,Patricia Coffee,512847391,Cafe & Coffee,Dining,0.88
388,2026-02-01,-37.09,EFTPOS DEBIT,V8213 01/02 BARBER LANE WINDSOR 64799810116,Barber Lane,512847391,Haircuts,Personal Care,1.0
389,2026-02-01,-500.0,TRANSFER DEBIT,Internet Transfer To RENT SHARE 58439149608,,512847391,External Transfers,Transfers,1.0
390,2026-01-31,-56.02,EFTPOS DEBIT,V8213 31/01 MALVERN MEDICAL CTR MALVERN 74514453061,,512847391,Doctor,Health,1.0
391,2026-01-30,-129.85,EFTPOS DEBIT,V8213 30/01 MALVERN MEDICAL CTR MALVERN 65816171232,Malvern Medical Ctr,512847391,Doctor,Health,1.0
392,2026-01-30,-191.13,EFTPOS DEBIT,V8213 30/01 LORT SMITH VET NORTH MELBOURNE 25377479910,Lort Smith Vet,512847391,Vet,Pets,1.0
393,2026-01-30,-30.15,EFTPOS DEBIT,V8213 30/01 PTV MYKI TOPUP MELBOURNE 48601620118,Ptv Myki Topup,512847391,Public Transport,Transport,1.0
394,2026-01-30,-27.52,EFTPOS DEBIT,V8213 30/01 PTV MYKI TOPUP MELBOURNE 98045633710,Ptv Myki Topup,512847391,Public Transport,Transport,1.0
395,2026-01-29,-381.6,EFTPOS DEBIT,V8213 29/01 JB HI-FI CHADSTONE 15806895448,Jb Hi-fi,512847391,Electronics,Shopping,0.92
396,2026-01-29,-54.73,MISCELLANEOUS DEBIT,V8213 29/01 UBER *EATS SYDNEY 19650993294,Uber,512847391,Food Delivery,Dining,1.0
397,2026-01-28,-21.72,EFTPOS DEBIT,V8213 28/01 THE GRINDER CAFE PRAHRAN 98955084106,The Grinder Cafe,512847391,Cafe & Coffee,Dining,1.0
398,2026-01-28,-57.33,MISCELLANEOUS DEBIT,V8213 28/01 UBER *TRIP SYDNEY 32853785912,,512847391,Taxis & Rideshare,Transport,1.0
399,2026-01-28,-19.29,EFTPOS DEBIT,V8213 28/01 BWS LIQUOR CAULFIELD 19738725670,Bws Liquor,512847391,Liquor Store,Groceries,0.9
400,2026-01-28,-40.6,EFTPOS DEBIT,V8213 28/01 PRICELINE PHARMACY CARNEGIE 73552597959,,512847391,Grooming & Cosmetics,Personal Care,1.0
401,2026-01-27,-13.04,EFTPOS DEBIT,V8213 27/01 NIGHT OWL CONVENIENCE ELSTERNWICK 51218139639,Night Owl Convenience,512847391,Convenience Store,Groceries,1.0
402,2026-01-27,-16.63,EFTPOS DEBIT,V8213 27/01 SEVEN SEEDS COFFEE CARLTON 75310651316,Seven Seeds Coffee,512847391,Cafe & Coffee,Dining,1.0
403,2026-01-26,-136.72,EFTPOS DEBIT,V8213 26/01 CHIN CHIN MELBOURNE 36866516373,,512847391,Restaurants & Takeaway,Dining,0.98
404,2026-01-26,-30.79,EFTPOS DEBIT,V8213 26/01 IGA XPRESS MURRUMBEENA 33590752673,Iga Xpress,512847391,Convenience Store,Groceries,1.0
405,2026-01-26,-30.01,MISCELLANEOUS DEBIT,V8213 26/01 UBER *EATS SYDNEY 64152417408,,512847391,Food Delivery,Dining,1.0
406,2026-01-26,-26.59,EFTPOS DEBIT,V8213 26/01 PRICELINE PHARMACY CARNEGIE 12520006349,,512847391,Grooming & Cosmetics,Personal Care,1.0
407,2026-01-25,-7.71,EFTPOS DEBIT,V8213 25/01 THE GRINDER CAFE PRAHRAN 26070951514,The Grinder Cafe,512847391,Cafe & Coffee,Dining,1.0
408,2026-01-25,-22.28,EFTPOS DEBIT,V8213 25/01 WILSON PARKING MELBOURNE 51715414627,Wilson Parking,512847391,Parking,Car,1.0
409,2026-01-24,-479.53,EFTPOS DEBIT,V8213 24/01 SMILE DENTAL GROUP ARMADALE 34487675777,Smile Dental Group,512847391,Dentist,Health,1.0
410,2026-01-24,-146.49,AUTOMATIC DRAWING,ORIGIN ENERGY 50838555141,Origin Energy,512847391,Electricity,Utilities,1.0
411,2026-01-24,-188.56,EFTPOS DEBIT,V8213 24/01 LORT SMITH VET NORTH MELBOURNE 76593557148,Lort Smith Vet,512847391,Vet,Pets,1.0
412,2026-01-24,-95.48,EFTPOS DEBIT,V8213 24/01 OFFICEWORKS SOUTH MELBOURNE 74687697582,Officeworks,512847391,Office Supplies,Shopping,1.0
413,2026-01-24,-130.18,EFTPOS DEBIT,V8213 24/01 OFFICEWORKS SOUTH MELBOURNE 58812006831,Officeworks,512847391,Office Supplies,Shopping,1.0
414,2026-01-23,-175.9,EFTPOS DEBIT,V8213 23/01 TONKA RESTAURANT MELBOURNE 83344298331,,512847391,Restaurants & Takeaway,Dining,1.0
415,2026-01-23,-157.98,EFTPOS DEBIT,V8213 23/01 JB HI-FI CHADSTONE 71331172355,Jb Hi-fi,512847391,Electronics,Shopping,1.0
416,2026-01-22,-9.62,EFTPOS DEBIT,V8213 22/01 SEVEN SEEDS COFFEE CARLTON 38788211654,Seven Seeds Coffee,512847391,Cafe & Coffee,Dining,1.0
417,2026-01-21,-29.99,AUTOMATIC DRAWING,ADOBE CREATIVE CLOUD 32842299727,Adobe Creative Cloud,512847391,Software & Apps,Subscriptions,1.0
418,2026-01-21,-19.2,EFTPOS DEBIT,V8213 21/01 LUNE CROISSANTERIE FITZROY 67795844570,Lune Croissanterie,512847391,Bakery,Groceries,1.0
419,2026-01-20,-56.88,EFTPOS DEBIT,V8213 20/01 COTTON ON CHADSTONE 77966974759,Cotton On,512847391,Clothing,Shopping,1.0
420,2026-01-20,-105.53,EFTPOS DEBIT,V8213 20/01 DAN MURPHYS GLEN IRIS 10812739670,Dan Murphys,512847391,Liquor Store,Groceries,1.0
421,2026-01-20,-38.96,EFTPOS DEBIT,V8213 20/01 COTTON ON CHADSTONE 16349908682,Cotton On,512847391,Clothing,Shopping,0.99
422,2026-01-20,-20.84,EFTPOS DEBIT,V8213 20/01 PRICELINE PHARMACY CARNEGIE 48010267931,,512847391,Grooming & Cosmetics,Personal Care,0.97
423,2026-01-19,-29.1,EFTPOS DEBIT,V8213 19/01 READINGS BOOKS CARLTON 52376198029,Readings Books,512847391,Books,Entertainment,1.0
424,2026-01-18,-71.05,EFTPOS DEBIT,V8213 18/01 AMPOL FOODARY CLAYTON 55401901665,Ampol Foodary,512847391,Fuel,Car,1.0
425,2026-01-18,-65.0,AUTOMATIC DRAWING,TELSTRA CORPORATION 55855514992,Telstra Corporation,512847391,Mobile Phone,Utilities,1.0
426,2026-01-17,-176.64,EFTPOS DEBIT,V8213 17/01 CHIN CHIN MELBOURNE 25810836163,Chin Chin,512847391,Restaurants & Takeaway,Dining,0.96
427,2026-01-17,-18.59,EFTPOS DEBIT,V8213 17/01 SEVEN SEEDS COFFEE CARLTON 56400775066,Seven Seeds Coffee,512847391,Cafe & Coffee,Dining,1.0
428,2026-01-17,-274.06,EFTPOS DEBIT,V8213 17/01 JB HI-FI CHADSTONE 40424423538,Jb Hi-fi,512847391,Electronics,Shopping,1.0
429,2026-01-17,-23.05,EFTPOS DEBIT,V8213 17/01 NIGHT OWL CONVENIENCE ELSTERNWICK 84851129349,Night Owl Convenience,512847391,Convenience Store,Groceries,1.0
430,2026-01-16,-20.84,EFTPOS DEBIT,V8213 16/01 NIGHT OWL CONVENIENCE ELSTERNWICK 94862034642,Night Owl Convenience,512847391,Convenience Store,Groceries,1.0
431,2026-01-15,-32.5,AUTOMATIC DRAWING,ANTHROPIC CLAUDE.AI 86767399556,Anthropic Claude.ai,512847391,AI Tools,Subscriptions,0.54
432,2026-01-15,-56.76,EFTPOS DEBIT,V8213 15/01 UNIQLO AUSTRALIA MELBOURNE 33713767549,Uniqlo Australia,512847391,Clothing,Shopping,0.94
433,2026-01-15,-78.97,EFTPOS DEBIT,V8213 15/01 OFFICEWORKS SOUTH MELBOURNE 16317306158,Officeworks,512847391,Office Supplies,Shopping,1.0
434,2026-01-14,-110.38,AUTOMATIC DRAWING,SOUTH EAST WATER 92691376354,South East Water,512847391,Water,Utilities,1.0
435,2026-01-14,-10.77,EFTPOS DEBIT,V8213 14/01 LUNE CROISSANTERIE FITZROY 88286066083,Lune Croissanterie,512847391,Bakery,Groceries,1.0
436,2026-01-13,-50.8,MISCELLANEOUS DEBIT,V8213 13/01 MENULOG SYDNEY 95326980797,Menulog,512847391,Food Delivery,Dining,1.0
437,2026-01-12,-142.55,EFTPOS DEBIT,V8213 12/01 UNIQLO AUSTRALIA MELBOURNE 46878468735,Uniqlo Australia,512847391,Clothing,Shopping,1.0
438,2026-01-12,-52.25,EFTPOS DEBIT,V8213 12/01 READINGS BOOKS CARLTON 14952216482,,512847391,Books,Entertainment,0.91
439,2026-01-12,-91.73,EFTPOS DEBIT,V8213 12/01 COTTON ON CHADSTONE 15106610182,Cotton On,512847391,Clothing,Shopping,1.0
440,2026-01-12,-500.0,TRANSFER DEBIT,Internet Transfer To SAVINGS ACCT 52334232428,,512847391,Internal Transfers,Transfers,1.0
441,2026-01-12,-9.99,AUTOMATIC DRAWING,PRIME VIDE* PRIMEVIDEO 96794537048,Prime Primevideo,512847391,Streaming,Subscriptions,1.0
442,2026-01-11,-194.84,EFTPOS DEBIT,V8213 11/01 BUNNINGS WAREHOUSE PORT MELBOURNE 27143513081,,512847391,Hardware & DIY,Shopping,0.91
443,2026-01-10,-47.33,EFTPOS DEBIT,V8213 10/01 READINGS BOOKS CARLTON 36006686743,Readings Books,512847391,Books,Entertainment,1.0
444,2026-01-10,-38.64,EFTPOS DEBIT,V8213 10/01 PTV MYKI TOPUP MELBOURNE 42044675125,Ptv Myki Topup,512847391,Public Transport,Transport,1.0
445,2026-01-10,-18.39,EFTPOS DEBIT,V8213 10/01 LUNE CROISSANTERIE FITZROY 18499752341,Lune Croissanterie,512847391,Bakery,Groceries,0.56
446,2026-01-09,-92.15,AUTOMATIC DRAWING,AGL SALES 66866846594,Agl Sales,512847391,Gas,Utilities,1.0
447,2026-01-08,-81.41,EFTPOS DEBIT,V8213 08/01 CHIN CHIN MELBOURNE 12255982372,Chin Chin,512847391,Restaurants & Takeaway,Dining,1.0
448,2026-01-08,-25.97,EFTPOS DEBIT,V8213 08/01 PTV MYKI TOPUP MELBOURNE 11436896064,Ptv Myki Topup,512847391,Public Transport,Transport,1.0
449,2026-01-08,-30.83,MISCELLANEOUS DEBIT,V8213 08/01 DIDI MOBILITY MELBOURNE 56475011312,Didi Mobility,512847391,Taxis & Rideshare,Transport,1.0
450,2026-01-08,-6.97,EFTPOS DEBIT,V8213 08/01 KOORNANG RD MILK BAR CARNEGIE 20273459901,Koornang Rd Milk Bar,512847391,Snacks & Drinks,Dining,0.87
451,2026-01-07,-62.43,EFTPOS DEBIT,V8213 07/01 UNIQLO AUSTRALIA MELBOURNE 85446417225,,512847391,Clothing,Shopping,1.0
452,2026-01-07,-13.99,AUTOMATIC DRAWING,SPOTIFY AUSTRALIA 69191703795,Spotify Australia,512847391,Music,Subscriptions,1.0
453,2026-01-07,-86.17,EFTPOS DEBIT,V8213 07/01 PETSTOCK MOORABBIN 81956305331,Petstock,512847391,Pet Supplies,Pets,1.0
454,2026-01-07,-9.2,EFTPOS DEBIT,V8213 07/01 SEVEN SEEDS COFFEE CARLTON 97765582335,Seven Seeds Coffee,512847391,Cafe & Coffee,Dining,1.0
455,2026-01-05,-24.95,AUTOMATIC DRAWING,GOODLIFE HEALTH CLUBS 73938642851,Goodlife Health Clubs,512847391,Gym,Fitness,1.0
456,2026-01-04,-15.5,EFTPOS DEBIT,V8213 04/01 LUNE CROISSANTERIE FITZROY 69494064509,Lune Croissanterie,512847391,Bakery,Groceries,1.0
457,2026-01-04,-125.46,EFTPOS DEBIT,V8213 04/01 CHIN CHIN MELBOURNE 79436514591,Chin Chin,512847391,Restaurants & Takeaway,Dining,0.99
458,2026-01-03,-44.25,EFTPOS DEBIT,V8213 03/01 OFFICEWORKS SOUTH MELBOURNE 19672074025,Officeworks,512847391,Office Supplies,Shopping,1.0
459,2026-01-03,-33.47,EFTPOS DEBIT,V8213 03/01 WOOLWORTHS 1234 CARNEGIE 30682408911,Woolworths,512847391,Supermarket,Groceries,1.0
460,2026-01-03,-59.24,EFTPOS DEBIT,V8213 03/01 DAN MURPHYS GLEN IRIS 73147228809,Dan Murphys,512847391,Liquor Store,Groceries,1.0
461,2026-01-03,-25.99,AUTOMATIC DRAWING,NETFLIX.COM 11294426619,Netflix.com,512847391,Streaming,Subscriptions,1.0
462,2026-01-03,-90.15,EFTPOS DEBIT,V8213 03/01 WOOLWORTHS 1234 CARNEGIE 82486488506,Woolworths,512847391,Supermarket,Groceries,1.0
463,2026-01-02,-37.12,EFTPOS DEBIT,V8213 02/01 COLES SUPERMARKET MALVERN EAST 35459516010,Coles Supermarket,512847391,Supermarket,Groceries,1.0
464,2026-01-02,-190.86,AUTOMATIC DRAWING,MEDIBANK PRIVATE 44181773252,Medibank Private,512847391,Health Insurance,Insurance,1.0
465,2026-01-01,-12.81,EFTPOS DEBIT,V8213 01/01 IGA XPRESS MURRUMBEENA 68088461351,Iga Xpress,512847391,Convenience Store,Groceries,0.96
466,2026-01-01,-5.0,FEES,ACCOUNT SERVICE FEE,,512847391,Account Keeping Fees,Fees,1.0
467,2026-01-01,-2366.84,AUTOMATIC DRAWING,REAL ESTATE TRUST ACCT 45780792071,Real Estate Trust Acct,512847391,Rent,Housing,1.0
468,2025-12-30,-27.37,EFTPOS DEBIT,V8213 30/12 COTTON ON CHADSTONE 14657563707,Cotton On,512847391,Clothing,Shopping,0.88
469,2025-12-30,-39.92,EFTPOS DEBIT,V8213 30/12 WOOLWORTHS 1234 CARNEGIE 59053217218,Woolworths,512847391,Supermarket,Groceries,1.0
470,2025-12-30,-73.17,EFTPOS DEBIT,V8213 30/12 UNIQLO AUSTRALIA MELBOURNE 90520534668,Uniqlo Australia,512847391,Clothing,Shopping,1.0
471,2025-12-30,-8.93,EFTPOS DEBIT,V8213 30/12 KOORNANG RD MILK BAR CARNEGIE 36326645006,,512847391,Snacks & Drinks,Dining,1.0
472,2025-12-29,-69.69,EFTPOS DEBIT,V8213 29/12 MALVERN MEDICAL CTR MALVERN 28327607384,Malvern Medical Ctr,512847391,Doctor,Health,0.93
473,2025-12-28,-71.06,EFTPOS DEBIT,V8213 28/12 READINGS BOOKS CARLTON 99407101439,Readings Books,512847391,Books,Entertainment,0.97
474,2025-12-28,-126.4,EFTPOS DEBIT,V8213 28/12 CHIN CHIN MELBOURNE 75475752428,Chin Chin,512847391,Restaurants & Takeaway,Dining,1.0
475,2025-12-28,-90.49,EFTPOS DEBIT,V8213 28/12 DAN MURPHYS GLEN IRIS 45557965731,Dan Murphys,512847391,Liquor Store,Groceries,1.0
476,2025-12-28,-58.65,EFTPOS DEBIT,V8213 28/12 AMPOL FOODARY CLAYTON 41505469117,Ampol Foodary,512847391,Fuel,Car,0.9
477,2025-12-28,-108.6,EFTPOS DEBIT,V8213 28/12 DAN MURPHYS GLEN IRIS 23071333053,Dan Murphys,512847391,Liquor Store,Groceries,1.0
478,2025-12-27,-27.01,EFTPOS DEBIT,V8213 27/12 WILSON PARKING MELBOURNE 48490909517,,512847391,Parking,Car,1.0
479,2025-12-27,-39.5,EFTPOS DEBIT,V8213 27/12 CHEMIST WAREHOUSE OAKLEIGH 30850787962,Chemist Warehouse,512847391,Medicine,Health,0.61
480,2025-12-26,-5.29,EFTPOS DEBIT,V8213 26/12 COKE VENDING MACHINE MELBOURNE 42157453962,Coke Vending Machine,512847391,Snacks & Drinks,Dining,1.0
481,2025-12-24,-148.27,AUTOMATIC DRAWING,ORIGIN ENERGY 27307020231,Origin Energy,512847391,Electricity,Utilities,1.0
482,2025-12-24,-42.72,MISCELLANEOUS DEBIT,V8213 24/12 DIDI MOBILITY MELBOURNE 99936418616,Didi Mobility,512847391,Taxis & Rideshare,Transport,1.0
483,2025-12-24,-56.65,EFTPOS DEBIT,V8213 24/12 ALDI STORES OAKLEIGH 11028532273,,512847391,Supermarket,Groceries,1.0
484,2025-12-24,-43.77,MISCELLANEOUS DEBIT,V8213 24/12 MENULOG SYDNEY 61486095832,Menulog,512847391,Food Delivery,Dining,1.0
485,2025-12-24,-104.34,EFTPOS DEBIT,V8213 24/12 CHIN CHIN MELBOURNE 70199218443,Chin Chin,512847391,Restaurants & Takeaway,Dining,1.0
486,2025-12-22,-92.54,EFTPOS DEBIT,V8213 22/12 COTTON ON CHADSTONE 46018700846,Cotton On,512847391,Clothing,Shopping,1.0
487,2025-12-22,-37.94,EFTPOS DEBIT,V8213 22/12 PTV MYKI TOPUP MELBOURNE 62936145585,,512847391,Public Transport,Transport,1.0
488,2025-12-22,-42.53,EFTPOS DEBIT,V8213 22/12 PTV MYKI TOPUP MELBOURNE 29897711363,Ptv Myki Topup,512847391,Public Transport,Transport,1.0
489,2025-12-21,-13.45,EFTPOS DEBIT,V8213 21/12 WILSON PARKING MELBOURNE 18739489573,Wilson Parking,512847391,Parking,Car,1.0
490,2025-12-21,-95.77,MISCELLANEOUS DEBIT,V8213 21/12 THE ICONIC SYDNEY 92571267021,The Iconic,512847391,Clothing,Shopping,1.0
491,2025-12-21,-29.99,AUTOMATIC DRAWING,ADOBE CREATIVE CLOUD 85462405317,Adobe Creative Cloud,512847391,Software & Apps,Subscriptions,1.0
492,2025-12-21,-323.8,EFTPOS DEBIT,V8213 21/12 SMILE DENTAL GROUP ARMADALE 75405578616,Smile Dental Group,512847391,Dentist,Health,0.88
493,2025-12-21,-310.75,EFTPOS DEBIT,V8213 21/12 DAVID JONES MALVERN 29196514765,David Jones,512847391,Presents,Gifts,1.0
494,2025-12-21,-189.2,EFTPOS DEBIT,V8213 21/12 TONKA RESTAURANT MELBOURNE 97700992071,Tonka Restaurant,512847391,Restaurants & Takeaway,Dining,0.87
495,2025-12-20,-10.11,EFTPOS DEBIT,V8213 20/12 WILSON PARKING MELBOURNE 22901159362,Wilson Parking,512847391,Parking,Car,0.95
496,2025-12-20,-174.78,EFTPOS DEBIT,V8213 20/12 MALVERN MEDICAL CTR MALVERN 74726543417,Malvern Medical Ctr,512847391,Doctor,Health,1.0
497,2025-12-20,-88.07,EFTPOS DEBIT,V8213 20/12 WOOLWORTHS 1234 CARNEGIE 13988158904,Woolworths,512847391,Supermarket,Groceries,0.95
498,2025-12-19,-124.74,EFTPOS DEBIT,V8213 19/12 DAN MURPHYS GLEN IRIS 41218302532,Dan Murphys,512847391,Liquor Store,Groceries,1.0
499,2025-12-19,-96.16,EFTPOS DEBIT,V8213 19/12 MALVERN MEDICAL CTR MALVERN 47471588158,Malvern Medical Ctr,512847391,Doctor,Health,1.0
500,2025-12-18,-65.0,AUTOMATIC DRAWING,TELSTRA CORPORATION 82696114961,Telstra Corporation,512847391,Mobile Phone,Utilities,1.0
501,2025-12-18,-620.4,EFTPOS DEBIT,V8213 18/12 MYER MELBOURNE 63760414440,Myer,512847391,Presents,Gifts,1.0
502,2025-12-18,-29.12,EFTPOS DEBIT,V8213 18/12 PETSTOCK MOORABBIN 50712988898,,512847391,Pet Supplies,Pets,0.63
503,2025-12-17,-74.67,EFTPOS DEBIT,V8213 17/12 CHIN CHIN MELBOURNE 70122334734,Chin Chin,512847391,Restaurants & Takeaway,Dining,1.0
504,2025-12-16,-144.32,EFTPOS DEBIT,V8213 16/12 UNIQLO AUSTRALIA MELBOURNE 96599547897,Uniqlo Australia,512847391,Clothing,Shopping,1.0
505,2025-12-16,-10.87,EFTPOS DEBIT,V8213 16/12 SEVEN SEEDS COFFEE CARLTON 47902112666,Seven Seeds Coffee,512847391,Cafe & Coffee,Dining,1.0
506,2025-12-16,-28.04,EFTPOS DEBIT,V8213 16/12 READINGS BOOKS CARLTON 85334436045,Readings Books,512847391,Books,Entertainment,1.0
